Word	Subject	Trial	ItemNo	Session	Condition	Acc	Cue	ACC	CueCondition	Length.Phon	FreqLogLemma
baby	WR	30	120	1	Phonological	NA	NotCued	NA	Tone	4	2.4116
baby	WR	92	120	3	Semantic	1	Cued	TRUE	SemCue	4	2.4116
baby	DH	92	120	4	Semantic	1	Cued	TRUE	SemCue	4	2.4116
baby	AM	152	120	4	Semantic	0	NotCued	FALSE	UnAssoc	4	2.4116
baby	JV	92	120	3	Semantic	1	Cued	TRUE	SemCue	4	2.4116
baby	FF	30	120	1	Phonological	1	NotCued	TRUE	Tone	4	2.4116
baby	FF	110	120	2	Phonological	1	Cued	TRUE	PhCue	4	2.4116
baby	AM	30	120	1	Phonological	1	NotCued	TRUE	Tone	4	2.4116
baby	JK	110	120	1	Phonological	1	Cued	TRUE	PhCue	4	2.4116
baby	MH	110	120	4	Phonological	1	Cued	TRUE	PhCue	4	2.4116
baby	AW	110	120	4	Phonological	1	Cued	TRUE	PhCue	4	2.4116
baby	MH	30	120	3	Phonological	0	NotCued	FALSE	Tone	4	2.4116
baby	CB	152	120	3	Semantic	1	NotCued	TRUE	UnAssoc	4	2.4116
baby	FF	92	120	3	Semantic	1	Cued	TRUE	SemCue	4	2.4116
baby	CB	110	120	1	Phonological	1	Cued	TRUE	PhCue	4	2.4116
baby	FF	152	120	4	Semantic	1	NotCued	TRUE	UnAssoc	4	2.4116
baby	AW	152	120	1	Semantic	1	NotCued	TRUE	UnAssoc	4	2.4116
baby	CB	92	120	4	Semantic	1	Cued	TRUE	SemCue	4	2.4116
baby	MH	92	120	1	Semantic	0	Cued	FALSE	SemCue	4	2.4116
baby	CB	30	120	2	Phonological	1	NotCued	TRUE	Tone	4	2.4116
baby	AW	92	120	2	Semantic	0	Cued	FALSE	SemCue	4	2.4116
ball	AM	60	67	4	Semantic	1	Cued	TRUE	SemCue	3	2.0453
ball	WR	2	67	3	Semantic	1	NotCued	TRUE	UnAssoc	3	2.0453
ball	DH	2	67	4	Semantic	1	NotCued	TRUE	UnAssoc	3	2.0453
ball	CB	82	67	1	Phonological	1	NotCued	TRUE	Tone	3	2.0453
ball	DH	60	67	3	Semantic	0	Cued	FALSE	SemCue	3	2.0453
ball	AM	2	67	3	Semantic	1	NotCued	TRUE	UnAssoc	3	2.0453
ball	WR	82	67	2	Phonological	1	NotCued	TRUE	Tone	3	2.0453
ball	CB	2	67	4	Semantic	1	NotCued	TRUE	UnAssoc	3	2.0453
ball	EW	60	67	3	Semantic	1	Cued	TRUE	SemCue	3	2.0453
ball	WR	69	67	1	Phonological	0	Cued	FALSE	PhCue	3	2.0453
ball	JK	2	67	3	Semantic	1	NotCued	TRUE	UnAssoc	3	2.0453
ball	MH	82	67	4	Phonological	1	NotCued	TRUE	Tone	3	2.0453
ball	AM	82	67	2	Phonological	1	NotCued	TRUE	Tone	3	2.0453
ball	JV	60	67	4	Semantic	1	Cued	TRUE	SemCue	3	2.0453
ball	FF	69	67	1	Phonological	1	Cued	TRUE	PhCue	3	2.0453
ball	DH	82	67	2	Phonological	0	NotCued	FALSE	Tone	3	2.0453
ball	AW	82	67	4	Phonological	1	NotCued	TRUE	Tone	3	2.0453
ball	JK	60	67	4	Semantic	1	Cued	TRUE	SemCue	3	2.0453
ball	AW	69	67	3	Phonological	1	Cued	TRUE	PhCue	3	2.0453
ball	MH	2	67	1	Semantic	1	NotCued	TRUE	UnAssoc	3	2.0453
ball	JK	69	67	2	Phonological	1	Cued	TRUE	PhCue	3	2.0453
ball	AM	69	67	1	Phonological	1	Cued	TRUE	PhCue	3	2.0453
ball	WR	60	67	4	Semantic	1	Cued	TRUE	SemCue	3	2.0453
ball	AW	60	67	1	Semantic	1	Cued	TRUE	SemCue	3	2.0453
ball	JV	82	67	2	Phonological	1	NotCued	TRUE	Tone	3	2.0453
ball	MH	60	67	2	Semantic	1	Cued	TRUE	SemCue	3	2.0453
ball	AW	2	67	2	Semantic	1	NotCued	TRUE	UnAssoc	3	2.0453
ball	JK	82	67	1	Phonological	0	NotCued	FALSE	Tone	3	2.0453
ball	FF	82	67	2	Phonological	0	NotCued	FALSE	Tone	3	2.0453
ball	DH	69	67	1	Phonological	1	Cued	TRUE	PhCue	3	2.0453
ball	JV	69	67	1	Phonological	1	Cued	TRUE	PhCue	3	2.0453
ball	EW	69	67	2	Phonological	1	Cued	TRUE	PhCue	3	2.0453
ball	CB	69	67	2	Phonological	1	Cued	TRUE	PhCue	3	2.0453
ball	CB	60	67	3	Semantic	1	Cued	TRUE	SemCue	3	2.0453
ball	EW	82	67	1	Phonological	1	NotCued	TRUE	Tone	3	2.0453
ball	MH	69	67	3	Phonological	0	Cued	FALSE	PhCue	3	2.0453
ball	JV	2	67	3	Semantic	1	NotCued	TRUE	UnAssoc	3	2.0453
ball	EW	2	67	4	Semantic	1	NotCued	TRUE	UnAssoc	3	2.0453
ball	FF	2	67	3	Semantic	1	NotCued	TRUE	UnAssoc	3	2.0453
ball	FF	60	67	4	Semantic	1	Cued	TRUE	SemCue	3	2.0453
balloon	JK	112	39	4	Semantic	0	Cued	FALSE	SemCue	5	0.7782
balloon	AW	112	39	1	Semantic	0	Cued	FALSE	SemCue	5	0.7782
balloon	FF	107	39	3	Semantic	0	NotCued	FALSE	UnAssoc	5	0.7782
balloon	FF	12	39	1	Phonological	1	Cued	TRUE	PhCue	5	0.7782
balloon	JV	112	39	4	Semantic	1	Cued	TRUE	SemCue	5	0.7782
balloon	EW	12	39	2	Phonological	1	Cued	TRUE	PhCue	5	0.7782
balloon	FF	112	39	4	Semantic	0	Cued	FALSE	SemCue	5	0.7782
balloon	FF	165	39	2	Phonological	1	NotCued	TRUE	Tone	5	0.7782
balloon	MH	12	39	3	Phonological	1	Cued	TRUE	PhCue	5	0.7782
balloon	MH	112	39	2	Semantic	1	Cued	TRUE	SemCue	5	0.7782
balloon	CB	165	39	1	Phonological	1	NotCued	TRUE	Tone	5	0.7782
balloon	AW	107	39	2	Semantic	1	NotCued	TRUE	UnAssoc	5	0.7782
balloon	AM	107	39	3	Semantic	1	NotCued	TRUE	UnAssoc	5	0.7782
balloon	WR	165	39	2	Phonological	1	NotCued	TRUE	Tone	5	0.7782
balloon	EW	107	39	4	Semantic	NA	NotCued	NA	UnAssoc	5	0.7782
balloon	AM	165	39	2	Phonological	0	NotCued	FALSE	Tone	5	0.7782
balloon	EW	165	39	1	Phonological	1	NotCued	TRUE	Tone	5	0.7782
balloon	DH	165	39	2	Phonological	NA	NotCued	NA	Tone	5	0.7782
balloon	AW	12	39	3	Phonological	1	Cued	TRUE	PhCue	5	0.7782
balloon	JK	165	39	1	Phonological	0	NotCued	FALSE	Tone	5	0.7782
balloon	CB	12	39	2	Phonological	1	Cued	TRUE	PhCue	5	0.7782
balloon	JV	12	39	1	Phonological	1	Cued	TRUE	PhCue	5	0.7782
balloon	WR	112	39	4	Semantic	1	Cued	TRUE	SemCue	5	0.7782
balloon	DH	107	39	4	Semantic	0	NotCued	FALSE	UnAssoc	5	0.7782
balloon	WR	107	39	3	Semantic	NA	NotCued	NA	UnAssoc	5	0.7782
balloon	AM	112	39	4	Semantic	0	Cued	FALSE	SemCue	5	0.7782
balloon	JV	165	39	2	Phonological	1	NotCued	TRUE	Tone	5	0.7782
balloon	CB	107	39	4	Semantic	1	NotCued	TRUE	UnAssoc	5	0.7782
balloon	JK	12	39	2	Phonological	1	Cued	TRUE	PhCue	5	0.7782
balloon	AW	165	39	4	Phonological	1	NotCued	TRUE	Tone	5	0.7782
balloon	MH	107	39	1	Semantic	NA	NotCued	NA	UnAssoc	5	0.7782
balloon	DH	112	39	3	Semantic	1	Cued	TRUE	SemCue	5	0.7782
balloon	AM	12	39	1	Phonological	0	Cued	FALSE	PhCue	5	0.7782
balloon	WR	12	39	1	Phonological	0	Cued	FALSE	PhCue	5	0.7782
balloon	EW	112	39	3	Semantic	NA	Cued	NA	SemCue	5	0.7782
balloon	CB	112	39	3	Semantic	1	Cued	TRUE	SemCue	5	0.7782
balloon	JV	107	39	3	Semantic	1	NotCued	TRUE	UnAssoc	5	0.7782
balloon	DH	12	39	1	Phonological	0	Cued	FALSE	PhCue	5	0.7782
balloon	MH	165	39	4	Phonological	NA	NotCued	NA	Tone	5	0.7782
balloon	JK	107	39	3	Semantic	0	NotCued	FALSE	UnAssoc	5	0.7782
banana	AM	125	31	2	Phonological	0	NotCued	FALSE	Tone	6	0.9031
banana	JK	74	31	3	Semantic	1	NotCued	TRUE	UnAssoc	6	0.9031
banana	WR	117	31	1	Phonological	1	Cued	TRUE	PhCue	6	0.9031
banana	WR	125	31	2	Phonological	1	NotCued	TRUE	Tone	6	0.9031
banana	EW	61	31	3	Semantic	NA	Cued	NA	SemCue	6	0.9031
banana	AM	117	31	1	Phonological	0	Cued	FALSE	PhCue	6	0.9031
banana	EW	74	31	4	Semantic	1	NotCued	TRUE	UnAssoc	6	0.9031
banana	AW	74	31	2	Semantic	1	NotCued	TRUE	UnAssoc	6	0.9031
banana	MH	125	31	4	Phonological	NA	NotCued	NA	Tone	6	0.9031
banana	JV	117	31	1	Phonological	1	Cued	TRUE	PhCue	6	0.9031
banana	DH	74	31	4	Semantic	1	NotCued	TRUE	UnAssoc	6	0.9031
banana	WR	74	31	3	Semantic	1	NotCued	TRUE	UnAssoc	6	0.9031
banana	WR	61	31	4	Semantic	1	Cued	TRUE	SemCue	6	0.9031
banana	CB	125	31	1	Phonological	1	NotCued	TRUE	Tone	6	0.9031
banana	EW	117	31	2	Phonological	1	Cued	TRUE	PhCue	6	0.9031
banana	MH	61	31	2	Semantic	1	Cued	TRUE	SemCue	6	0.9031
banana	JK	117	31	2	Phonological	0	Cued	FALSE	PhCue	6	0.9031
banana	EW	125	31	1	Phonological	NA	NotCued	NA	Tone	6	0.9031
banana	AW	125	31	4	Phonological	1	NotCued	TRUE	Tone	6	0.9031
banana	FF	74	31	3	Semantic	1	NotCued	TRUE	UnAssoc	6	0.9031
banana	AM	61	31	4	Semantic	0	Cued	FALSE	SemCue	6	0.9031
banana	FF	61	31	4	Semantic	0	Cued	FALSE	SemCue	6	0.9031
banana	AM	74	31	3	Semantic	0	NotCued	FALSE	UnAssoc	6	0.9031
banana	CB	74	31	4	Semantic	1	NotCued	TRUE	UnAssoc	6	0.9031
banana	FF	117	31	1	Phonological	1	Cued	TRUE	PhCue	6	0.9031
banana	JK	61	31	4	Semantic	0	Cued	FALSE	SemCue	6	0.9031
banana	DH	61	31	3	Semantic	0	Cued	FALSE	SemCue	6	0.9031
banana	FF	125	31	2	Phonological	0	NotCued	FALSE	Tone	6	0.9031
banana	DH	117	31	1	Phonological	0	Cued	FALSE	PhCue	6	0.9031
banana	DH	125	31	2	Phonological	1	NotCued	TRUE	Tone	6	0.9031
banana	JK	125	31	1	Phonological	1	NotCued	TRUE	Tone	6	0.9031
banana	AW	117	31	3	Phonological	1	Cued	TRUE	PhCue	6	0.9031
banana	JV	61	31	4	Semantic	1	Cued	TRUE	SemCue	6	0.9031
banana	JV	125	31	2	Phonological	1	NotCued	TRUE	Tone	6	0.9031
banana	MH	74	31	1	Semantic	1	NotCued	TRUE	UnAssoc	6	0.9031
banana	MH	117	31	3	Phonological	1	Cued	TRUE	PhCue	6	0.9031
banana	JV	74	31	3	Semantic	1	NotCued	TRUE	UnAssoc	6	0.9031
banana	CB	117	31	2	Phonological	1	Cued	TRUE	PhCue	6	0.9031
banana	CB	61	31	3	Semantic	1	Cued	TRUE	SemCue	6	0.9031
banana	AW	61	31	1	Semantic	1	Cued	TRUE	SemCue	6	0.9031
basket	JK	89	98	4	Semantic	0	NotCued	FALSE	UnAssoc	6	1.3802
basket	AW	52	98	2	Semantic	1	Cued	TRUE	SemCue	6	1.3802
basket	DH	160	98	2	Phonological	1	Cued	TRUE	PhCue	6	1.3802
basket	DH	52	98	4	Semantic	1	Cued	TRUE	SemCue	6	1.3802
basket	DH	89	98	3	Semantic	1	NotCued	TRUE	UnAssoc	6	1.3802
basket	MH	52	98	1	Semantic	0	Cued	FALSE	SemCue	6	1.3802
basket	JV	5	98	1	Phonological	1	NotCued	TRUE	Tone	6	1.3802
basket	MH	160	98	4	Phonological	0	Cued	FALSE	PhCue	6	1.3802
basket	JV	160	98	2	Phonological	1	Cued	TRUE	PhCue	6	1.3802
basket	JK	5	98	2	Phonological	NA	NotCued	NA	Tone	6	1.3802
basket	WR	52	98	3	Semantic	0	Cued	FALSE	SemCue	6	1.3802
basket	FF	5	98	1	Phonological	0	NotCued	FALSE	Tone	6	1.3802
basket	WR	89	98	4	Semantic	1	NotCued	TRUE	UnAssoc	6	1.3802
basket	MH	5	98	3	Phonological	0	NotCued	FALSE	Tone	6	1.3802
basket	AW	5	98	3	Phonological	1	NotCued	TRUE	Tone	6	1.3802
basket	AW	160	98	4	Phonological	1	Cued	TRUE	PhCue	6	1.3802
basket	JK	160	98	1	Phonological	NA	Cued	NA	PhCue	6	1.3802
basket	JV	89	98	4	Semantic	1	NotCued	TRUE	UnAssoc	6	1.3802
basket	MH	89	98	2	Semantic	0	NotCued	FALSE	UnAssoc	6	1.3802
basket	WR	160	98	2	Phonological	0	Cued	FALSE	PhCue	6	1.3802
basket	CB	5	98	2	Phonological	1	NotCued	TRUE	Tone	6	1.3802
basket	FF	160	98	2	Phonological	0	Cued	FALSE	PhCue	6	1.3802
basket	AW	89	98	1	Semantic	1	NotCued	TRUE	UnAssoc	6	1.3802
basket	JK	52	98	3	Semantic	0	Cued	FALSE	SemCue	6	1.3802
basket	DH	5	98	1	Phonological	0	NotCued	FALSE	Tone	6	1.3802
basket	CB	160	98	1	Phonological	1	Cued	TRUE	PhCue	6	1.3802
basket	EW	5	98	2	Phonological	1	NotCued	TRUE	Tone	6	1.3802
basket	WR	5	98	1	Phonological	NA	NotCued	NA	Tone	6	1.3802
basket	AM	5	98	1	Phonological	0	NotCued	FALSE	Tone	6	1.3802
basket	AM	160	98	2	Phonological	0	Cued	FALSE	PhCue	6	1.3802
basket	AM	52	98	3	Semantic	0	Cued	FALSE	SemCue	6	1.3802
basket	FF	52	98	3	Semantic	0	Cued	FALSE	SemCue	6	1.3802
basket	CB	52	98	4	Semantic	1	Cued	TRUE	SemCue	6	1.3802
basket	JV	52	98	3	Semantic	1	Cued	TRUE	SemCue	6	1.3802
basket	CB	89	98	3	Semantic	1	NotCued	TRUE	UnAssoc	6	1.3802
basket	EW	160	98	1	Phonological	1	Cued	TRUE	PhCue	6	1.3802
basket	FF	89	98	4	Semantic	0	NotCued	FALSE	UnAssoc	6	1.3802
basket	AM	89	98	4	Semantic	0	NotCued	FALSE	UnAssoc	6	1.3802
basket	EW	89	98	3	Semantic	1	NotCued	TRUE	UnAssoc	6	1.3802
basket	EW	52	98	4	Semantic	1	Cued	TRUE	SemCue	6	1.3802
bat	EW	87	121	2	Phonological	1	NotCued	TRUE	Tone	3	1.1461
bat	AM	87	121	1	Phonological	0	NotCued	FALSE	Tone	3	1.1461
bat	AM	175	121	3	Semantic	0	Cued	FALSE	SemCue	3	1.1461
bat	EW	118	121	1	Phonological	1	Cued	TRUE	PhCue	3	1.1461
bat	EW	99	121	3	Semantic	1	NotCued	TRUE	UnAssoc	3	1.1461
bat	AW	87	121	3	Phonological	1	NotCued	TRUE	Tone	3	1.1461
bat	AW	99	121	1	Semantic	1	NotCued	TRUE	UnAssoc	3	1.1461
bat	EW	175	121	4	Semantic	1	Cued	TRUE	SemCue	3	1.1461
bat	DH	87	121	1	Phonological	0	NotCued	FALSE	Tone	3	1.1461
bat	WR	175	121	3	Semantic	NA	Cued	NA	SemCue	3	1.1461
bat	AW	175	121	2	Semantic	1	Cued	TRUE	SemCue	3	1.1461
bat	AM	118	121	2	Phonological	0	Cued	FALSE	PhCue	3	1.1461
bat	DH	99	121	3	Semantic	1	NotCued	TRUE	UnAssoc	3	1.1461
bat	MH	175	121	1	Semantic	0	Cued	FALSE	SemCue	3	1.1461
bat	WR	87	121	1	Phonological	1	NotCued	TRUE	Tone	3	1.1461
bat	DH	175	121	4	Semantic	0	Cued	FALSE	SemCue	3	1.1461
bat	FF	175	121	3	Semantic	0	Cued	FALSE	SemCue	3	1.1461
